"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","UnitName","UnitCode","DistrictId","UnitTypeId","ParentUnitId"
"48211000000054017","48211000000013007","2026-07-21 13:32:52:993","2026-07-21 13:32:52:993","Cubbon Park PS","BLR-CP","48211000000048013","48211000000054006",""
"48211000000054018","48211000000013007","2026-07-21 13:32:52:997","2026-07-21 13:32:52:997","Whitefield PS","BLR-WF","48211000000048013","48211000000054006",""
"48211000000054019","48211000000013007","2026-07-21 13:32:52:999","2026-07-21 13:32:52:999","Mysuru City PS","MYS-CT","48211000000048014","48211000000054006",""
"48211000000054020","48211000000013007","2026-07-21 13:32:53:001","2026-07-21 13:32:53:001","Mysuru Circle Office","MYS-CO","48211000000048014","48211000000054007",""
"48211000000054021","48211000000013007","2026-07-21 13:32:53:003","2026-07-21 13:32:53:003","Mangaluru North PS","MNG-NP","48211000000048015","48211000000054006",""
"48211000000054022","48211000000013007","2026-07-21 13:32:53:005","2026-07-21 13:32:53:005","Mangaluru South PS","MNG-SP","48211000000048015","48211000000054006",""
"48211000000054023","48211000000013007","2026-07-21 13:32:53:007","2026-07-21 13:32:53:007","Belagavi Camp PS","BEL-CP","48211000000048016","48211000000054006",""
"48211000000054024","48211000000013007","2026-07-21 13:32:53:008","2026-07-21 13:32:53:008","Belagavi Rural PS","BEL-RP","48211000000048016","48211000000054006",""
"48211000000054025","48211000000013007","2026-07-21 13:32:53:010","2026-07-21 13:32:53:010","Hubballi City PS","HBD-CT","48211000000048017","48211000000054006",""
"48211000000054026","48211000000013007","2026-07-21 13:32:53:012","2026-07-21 13:32:53:012","Dharwad District HQ","HBD-HQ","48211000000048017","48211000000054009",""
"48211000000054027","48211000000013007","2026-07-21 13:32:53:013","2026-07-21 13:32:53:013","Kalaburagi Town PS","KLB-TN","48211000000048018","48211000000054006",""
"48211000000054028","48211000000013007","2026-07-21 13:32:53:015","2026-07-21 13:32:53:015","Kalaburagi Sub-Division","KLB-SD","48211000000048018","48211000000054008",""
