CameraName,Latitude,Longitude,Status,UnitId
Mysuru Bus Stand Cam 3001,12.07834,76.807608,Active,48211000000074097
Mysuru Hospital Cam 3002,12.077832,76.808992,Active,48211000000074097
Mysuru Market Cam 3003,12.305468,76.124213,Active,48211000000074096
Mysuru Highway Junction Cam 3004,12.297816,76.119542,Active,48211000000074096
Mysuru Residential Area Cam 3005,12.298184,76.121973,Active,48211000000074096
Mysuru Police Station Cam 3006,12.300654,76.119883,Active,48211000000074096
Mysuru Market Cam 3007,12.30027,76.121893,Active,48211000000074096
Mysuru Railway Station Cam 3008,12.232361,76.624821,Active,48211000000074094
Mysuru Village Junction Cam 3009,12.231241,76.629373,Active,48211000000074094
Mysuru Tourist Point Cam 3010,12.226484,76.628984,Active,48211000000074094
Mysuru Village Junction Cam 3011,12.228727,76.631923,Active,48211000000074094
Mysuru Police Station Cam 3012,12.397614,76.248337,Active,48211000000074096
Mysuru Major Town Center Cam 3013,12.402969,76.246032,Active,48211000000074096
Mysuru Major Town Center Cam 3014,12.396486,76.246665,Active,48211000000074096
Mysuru Market Cam 3015,12.395306,76.251118,Active,48211000000074096
Mysuru School Cam 3016,12.402853,76.249932,Active,48211000000074096
Mysuru Hospital Cam 3017,12.402685,76.247377,Active,48211000000074096
Mysuru Major Town Center Cam 3018,12.014365,76.314783,Active,48211000000074089
Mysuru College Cam 3019,12.014228,76.317382,Active,48211000000074089
Mysuru Bus Stand Cam 3020,12.010347,76.317794,Active,48211000000074089
Mysuru College Cam 3021,12.011828,76.315364,Active,48211000000074089
Mysuru Government Office Cam 3022,12.012506,76.314436,Active,48211000000074089
Mysuru Highway Junction Cam 3023,12.013924,76.317405,Active,48211000000074089
Mysuru Bus Stand Cam 3024,12.250315,76.82364,Active,48211000000074094
Mysuru Police Station Cam 3025,12.249764,76.822526,Active,48211000000074094
Mysuru Residential Area Cam 3026,12.248575,76.817183,Active,48211000000074094
Mysuru Railway Station Cam 3027,12.248864,76.823213,Active,48211000000074094
Mysuru Tourist Point Cam 3028,12.06856,76.548812,Active,48211000000074089
Mysuru School Cam 3029,12.067356,76.547229,Active,48211000000074089
Mysuru Police Station Cam 3030,12.070708,76.550654,Active,48211000000074089
Mysuru Industrial Area Cam 3031,12.068221,76.547853,Active,48211000000074089
Mysuru College Cam 3032,12.469015,76.292653,Active,48211000000074092
Mysuru Government Office Cam 3033,12.465316,76.293781,Active,48211000000074092
Mysuru Bus Stand Cam 3034,12.466849,76.294221,Active,48211000000074092
Mysuru Major Town Center Cam 3035,12.466628,76.292947,Active,48211000000074092
Mysuru Major Town Center Cam 3036,12.465373,76.294513,Active,48211000000074092
Mysuru Industrial Area Cam 3037,12.166039,76.746497,Active,48211000000074094
