CameraName,Latitude,Longitude,Status,UnitId
Kalaburagi Major Town Center Cam 1501,17.021891,77.240437,Active,48211000000074063
Kalaburagi Highway Junction Cam 1502,17.014915,77.244212,Active,48211000000074063
Kalaburagi Major Town Center Cam 1503,17.080069,76.580128,Active,48211000000074061
Kalaburagi Hospital Cam 1504,17.084646,76.583529,Active,48211000000074061
Kalaburagi Government Office Cam 1505,17.078157,76.583713,Active,48211000000074061
Kalaburagi Market Cam 1506,17.084975,76.577438,Active,48211000000074061
Kalaburagi Highway Junction Cam 1507,17.453493,77.563562,Active,48211000000074057
Kalaburagi Government Office Cam 1508,17.45018,77.564605,Active,48211000000074057
Kalaburagi Railway Station Cam 1509,17.321686,76.6231,Active,48211000000074058
Kalaburagi Market Cam 1510,17.32454,76.624383,Active,48211000000074058
Kalaburagi Village Junction Cam 1511,17.328794,76.623274,Active,48211000000074058
Kalaburagi Government Office Cam 1512,17.326541,76.623492,Active,48211000000074058
Kalaburagi Market Cam 1513,17.548526,77.128293,Active,48211000000074059
Kalaburagi Police Station Cam 1514,17.545302,77.129213,Active,48211000000074059
Kalaburagi Major Town Center Cam 1515,17.094205,76.99604,Active,48211000000074060
Kalaburagi Tourist Point Cam 1516,17.093483,76.998936,Active,48211000000074060
Kalaburagi School Cam 1517,17.092491,77.002056,Active,48211000000074060
Kalaburagi Hospital Cam 1518,17.089895,77.002531,Active,48211000000074060
Kalaburagi Tourist Point Cam 1519,17.543428,77.006215,Active,48211000000074059
Kalaburagi Hospital Cam 1520,17.545757,77.005519,Active,48211000000074059
Kalaburagi Highway Junction Cam 1521,17.546549,77.002559,Active,48211000000074059
Kalaburagi Government Office Cam 1522,17.546227,77.004703,Active,48211000000074059
Kalaburagi Police Station Cam 1523,17.547941,77.006231,Active,48211000000074059
Kalaburagi Bus Stand Cam 1524,17.456856,76.567818,Active,48211000000074062
Kalaburagi Highway Junction Cam 1525,17.456123,76.567448,Active,48211000000074062
Kalaburagi Market Cam 1526,17.457271,76.566245,Active,48211000000074062
Kalaburagi Industrial Area Cam 1527,17.251649,76.296685,Active,48211000000074061
Kalaburagi Major Town Center Cam 1528,17.249923,76.298059,Active,48211000000074061
Kalaburagi Market Cam 1529,17.246956,76.299171,Active,48211000000074061
Kalaburagi Highway Junction Cam 1530,17.528604,77.525258,Active,48211000000074057
Kalaburagi Village Junction Cam 1531,17.52763,77.525616,Active,48211000000074057
Kalaburagi Government Office Cam 1532,17.533129,77.521792,Active,48211000000074057
Kalaburagi Commercial Street Cam 1533,17.716678,76.59891,Active,48211000000074056
Kalaburagi Bus Stand Cam 1534,17.716548,76.597975,Active,48211000000074056
Kalaburagi Market Cam 1535,17.712849,76.59694,Active,48211000000074056
Kalaburagi School Cam 1536,17.713254,76.595437,Active,48211000000074056
Kalaburagi Commercial Street Cam 1537,17.715275,76.596142,Active,48211000000074056
Kalaburagi Commercial Street Cam 1538,17.714137,76.595104,Active,48211000000074056
Kalaburagi Major Town Center Cam 1539,17.187992,76.463407,Active,48211000000074061
Kalaburagi Market Cam 1540,17.190109,76.463992,Active,48211000000074061
Kalaburagi Residential Area Cam 1541,17.187298,76.462467,Active,48211000000074061
Kalaburagi Major Town Center Cam 1542,17.190938,76.461435,Active,48211000000074061
Kalaburagi Industrial Area Cam 1543,17.185415,76.460155,Active,48211000000074061
Kalaburagi Bus Stand Cam 1544,17.069081,77.364655,Active,48211000000074063
Kalaburagi Major Town Center Cam 1545,17.067811,77.366995,Active,48211000000074063
Kalaburagi Major Town Center Cam 1546,17.062117,77.371621,Active,48211000000074063
Kalaburagi Bus Stand Cam 1547,17.068755,77.369896,Active,48211000000074063
Kalaburagi Hospital Cam 1548,17.067093,77.365577,Active,48211000000074063
Kalaburagi Industrial Area Cam 1549,17.039057,77.072024,Active,48211000000074060
Kalaburagi Highway Junction Cam 1550,17.039371,77.068931,Active,48211000000074060
Kalaburagi Tourist Point Cam 1551,17.043972,77.074668,Active,48211000000074060
Kalaburagi Government Office Cam 1552,17.024083,76.52333,Active,48211000000074061
Kalaburagi School Cam 1553,17.025785,76.527889,Active,48211000000074061
Kalaburagi School Cam 1554,17.450031,77.36245,Active,48211000000074053
Kalaburagi Police Station Cam 1555,17.447832,77.362305,Active,48211000000074053
Kalaburagi Bus Stand Cam 1556,17.449057,77.357037,Active,48211000000074053
Kalaburagi Tourist Point Cam 1557,17.446101,77.360068,Active,48211000000074053
Kalaburagi Market Cam 1558,17.442526,77.359862,Active,48211000000074053
Kalaburagi Major Town Center Cam 1559,17.443862,77.360475,Active,48211000000074053
Kalaburagi College Cam 1560,16.973895,77.106577,Active,48211000000074060
Kalaburagi Bus Stand Cam 1561,16.977159,77.110038,Active,48211000000074060
Kalaburagi Market Cam 1562,17.525325,76.484043,Active,48211000000074062
Kalaburagi Commercial Street Cam 1563,17.531687,76.490398,Active,48211000000074062
Kalaburagi Village Junction Cam 1564,17.529638,76.483491,Active,48211000000074062
Kalaburagi Industrial Area Cam 1565,17.527954,76.487626,Active,48211000000074062
Kalaburagi Bus Stand Cam 1566,17.531292,76.486647,Active,48211000000074062
Kalaburagi Market Cam 1567,17.529697,76.489535,Active,48211000000074062
Kalaburagi Commercial Street Cam 1568,17.487094,76.882956,Active,48211000000074056
Kalaburagi Police Station Cam 1569,17.486209,76.881719,Active,48211000000074056
Kalaburagi Highway Junction Cam 1570,17.488402,76.886502,Active,48211000000074056
Kalaburagi Residential Area Cam 1571,17.547735,76.723122,Active,48211000000074056
Kalaburagi Bus Stand Cam 1572,17.551458,76.728405,Active,48211000000074056
Kalaburagi Village Junction Cam 1573,17.550643,76.725332,Active,48211000000074056
Kalaburagi Highway Junction Cam 1574,17.426128,77.072327,Active,48211000000074059
Kalaburagi Major Town Center Cam 1575,17.426404,77.07301,Active,48211000000074059
Kalaburagi Major Town Center Cam 1576,16.949678,77.273793,Active,48211000000074063
Kalaburagi Major Town Center Cam 1577,16.946491,77.274442,Active,48211000000074063
Kalaburagi Village Junction Cam 1578,16.947855,77.275375,Active,48211000000074063
Kalaburagi Residential Area Cam 1579,16.854193,76.779941,Active,48211000000074055
Kalaburagi Village Junction Cam 1580,16.850518,76.778639,Active,48211000000074055
Kalaburagi Industrial Area Cam 1581,16.855217,76.784222,Active,48211000000074055
Kalaburagi Railway Station Cam 1582,16.84965,76.78245,Active,48211000000074055
Kalaburagi Government Office Cam 1583,16.852781,76.778366,Active,48211000000074055
Kalaburagi Highway Junction Cam 1584,17.090868,76.862448,Active,48211000000074058
Kalaburagi Village Junction Cam 1585,17.093472,76.859898,Active,48211000000074058
Kalaburagi Government Office Cam 1586,17.090471,76.859871,Active,48211000000074058
Kalaburagi Tourist Point Cam 1587,17.094759,76.859008,Active,48211000000074058
Kalaburagi Highway Junction Cam 1588,17.09666,76.860733,Active,48211000000074058
Kalaburagi Major Town Center Cam 1589,17.139335,76.72846,Active,48211000000074058
Kalaburagi Commercial Street Cam 1590,17.135468,76.723961,Active,48211000000074058
Kalaburagi Market Cam 1591,17.183996,76.535875,Active,48211000000074061
Kalaburagi Village Junction Cam 1592,17.184807,76.534507,Active,48211000000074061
Kalaburagi Hospital Cam 1593,17.190453,76.534424,Active,48211000000074061
Kalaburagi Residential Area Cam 1594,17.074826,76.655829,Active,48211000000074058
Kalaburagi Hospital Cam 1595,17.075214,76.65531,Active,48211000000074058
Kalaburagi Hospital Cam 1596,17.071595,76.659081,Active,48211000000074058
Kalaburagi Commercial Street Cam 1597,17.125388,77.07155,Active,48211000000074053
Kalaburagi Village Junction Cam 1598,17.12316,77.072998,Active,48211000000074053
Kalaburagi Commercial Street Cam 1599,17.124376,77.0762,Active,48211000000074053
Mandya Village Junction Cam 1600,12.328376,77.097176,Active,48211000000074082
Mandya Major Town Center Cam 1601,12.33275,77.094219,Active,48211000000074082
Mandya Village Junction Cam 1602,12.326315,77.092683,Active,48211000000074082
Mandya Tourist Point Cam 1603,12.835231,76.394827,Active,48211000000074083
Mandya Market Cam 1604,12.371927,76.585329,Active,48211000000074085
Mandya Residential Area Cam 1605,12.369011,76.588273,Active,48211000000074085
Mandya Commercial Street Cam 1606,12.770287,76.938211,Active,48211000000074084
Mandya Residential Area Cam 1607,12.766471,76.938658,Active,48211000000074084
Mandya Market Cam 1608,13.01169,76.697756,Active,48211000000074086
Mandya Village Junction Cam 1609,13.005694,76.70231,Active,48211000000074086
Mandya School Cam 1610,13.008603,76.703041,Active,48211000000074086
Mandya Bus Stand Cam 1611,13.008794,76.698845,Active,48211000000074086
Mandya School Cam 1612,12.65442,76.648474,Active,48211000000074088
Mandya Commercial Street Cam 1613,12.65753,76.651334,Active,48211000000074088
Mandya Police Station Cam 1614,12.660585,76.648397,Active,48211000000074088
Mandya Government Office Cam 1615,12.659392,76.651714,Active,48211000000074088
Mandya Railway Station Cam 1616,12.419178,76.837895,Active,48211000000074088
Mandya Commercial Street Cam 1617,12.581224,76.388741,Active,48211000000074083
Mandya Police Station Cam 1618,12.579991,76.385582,Active,48211000000074083
Mandya Market Cam 1619,12.579258,77.082127,Active,48211000000074088
Mandya Market Cam 1620,12.584166,77.086467,Active,48211000000074088
Mandya Bus Stand Cam 1621,12.579633,77.084881,Active,48211000000074088
Mandya Government Office Cam 1622,12.576666,77.087757,Active,48211000000074088
Mandya College Cam 1623,12.32021,77.283053,Active,48211000000074087
Mandya Commercial Street Cam 1624,12.846058,76.58155,Active,48211000000074086
Mandya College Cam 1625,12.849566,76.57795,Active,48211000000074086
Mandya Bus Stand Cam 1626,12.852045,76.582577,Active,48211000000074086
Mandya Police Station Cam 1627,12.851739,76.579675,Active,48211000000074086
Mandya Police Station Cam 1628,12.83214,76.760239,Active,48211000000074086
Mandya Railway Station Cam 1629,12.605701,76.86957,Active,48211000000074088
Mandya Market Cam 1630,12.60423,76.871569,Active,48211000000074088
Mandya Police Station Cam 1631,12.605244,76.874331,Active,48211000000074088
Mandya Major Town Center Cam 1632,12.45514,77.201999,Active,48211000000074087
Mandya Major Town Center Cam 1633,12.47501,76.704304,Active,48211000000074088
Mandya Railway Station Cam 1634,12.47976,76.702847,Active,48211000000074088
Mandya Police Station Cam 1635,12.47742,76.704795,Active,48211000000074088
Mandya Hospital Cam 1636,12.516363,76.541977,Active,48211000000074085
Mandya Hospital Cam 1637,12.51067,76.542813,Active,48211000000074085
Mandya Village Junction Cam 1638,12.684945,76.493684,Active,48211000000074083
Mandya Commercial Street Cam 1639,12.686136,76.487399,Active,48211000000074083
