CameraName,Latitude,Longitude,DistrictId,UnitId,Status,InstalledDate
Cubbon Park Cam 1,12.967726,77.608898,48211000000048013,48211000000054017,Active,2020-09-04
Whitefield Cam 1,12.968568,77.754469,48211000000048013,48211000000054018,Active,2021-01-03
Mysuru City Cam 1,12.30536,76.64017,48211000000048014,48211000000054019,Active,2024-07-02
Mysuru Circle Office Cam 1,12.305222,76.646641,48211000000048014,48211000000054020,Active,2025-11-19
Mangaluru North Cam 1,12.909469,74.855998,48211000000048015,48211000000054021,Active,2020-04-02
Mangaluru North Cam 2,12.917685,74.862075,48211000000048015,48211000000054021,Active,2021-05-14
Mangaluru South Cam 1,12.867419,74.833319,48211000000048015,48211000000054022,Active,2024-11-06
Belagavi Camp Cam 1,15.845463,74.505892,48211000000048016,48211000000054023,Active,2022-02-18
Belagavi Camp Cam 2,15.843968,74.496742,48211000000048016,48211000000054023,Active,2024-01-20
Belagavi Rural Cam 1,15.874224,74.499398,48211000000048016,48211000000054024,Active,2022-08-19
Belagavi Rural Cam 2,15.867611,74.517903,48211000000048016,48211000000054024,Active,2022-05-08
Kalaburagi Town Cam 1,17.324306,76.83527,48211000000048018,48211000000054027,Active,2023-06-24
Kalaburagi Town Cam 2,17.337883,76.826963,48211000000048018,48211000000054027,Active,2022-10-03
Kalaburagi Sub-Division Cam 1,17.345468,76.861008,48211000000048018,48211000000054028,Active,2021-08-14
Kalaburagi Sub-Division Cam 2,17.34838,76.855355,48211000000048018,48211000000054028,Active,2025-02-25
Bagalkote Cam 1,16.061311,75.57757,48211000000054381,48211000000072933,Active,2022-12-12
Bagalkote Cam 2,16.064662,75.577303,48211000000054381,48211000000072933,Under Maintenance,2023-10-26
Bagalkote Cam 3,16.064532,75.584514,48211000000054381,48211000000072933,Active,2020-02-09
Jamkhandi Cam 1,16.008438,76.290691,48211000000054381,48211000000072934,Active,2025-12-10
Jamkhandi Cam 2,16.004517,76.289932,48211000000054381,48211000000072934,Under Maintenance,2025-08-10
Bilagi Cam 1,16.264597,76.010663,48211000000054381,48211000000072937,Active,2021-10-04
Bilagi Cam 2,16.268689,76.011011,48211000000054381,48211000000072937,Active,2020-04-25
Bilagi Cam 3,16.264722,76.01799,48211000000054381,48211000000072937,Active,2021-12-08
Bilagi Cam 4,16.2638,76.021732,48211000000054381,48211000000072937,Active,2023-08-03
Hunagunda Cam 1,16.412821,75.66267,48211000000054381,48211000000072938,Active,2021-07-28
Hunagunda Cam 2,16.417659,75.656376,48211000000054381,48211000000072938,Active,2022-12-14
Guledgudda Cam 1,16.495702,75.388982,48211000000054381,48211000000072941,Active,2021-03-08
Ballari Cam 1,14.766311,76.598167,48211000000054382,48211000000072942,Under Maintenance,2021-05-10
Kurugodu Cam 1,15.79507,77.016678,48211000000054382,48211000000072943,Active,2024-10-11
Kurugodu Cam 2,15.803711,77.016413,48211000000054382,48211000000072943,Active,2025-09-20
Siraguppa Cam 1,15.371635,76.569228,48211000000054382,48211000000072946,Active,2023-07-13
Siraguppa Cam 2,15.353588,76.561747,48211000000054382,48211000000072946,Active,2020-08-21
Siraguppa Cam 3,15.364378,76.560272,48211000000054382,48211000000072946,Active,2020-04-03
