CameraName,Latitude,Longitude,DistrictId,UnitId,Status,InstalledDate
Whitefield Cam 1,12.967291,77.759014,48211000000048013,48211000000054018,Active,2022-12-04
Mysuru City Cam 1,12.30044,76.641373,48211000000048014,48211000000054019,Active,2025-07-02
Mysuru City Cam 2,12.28892,76.63252,48211000000048014,48211000000054019,Active,2021-04-08
Mysuru City Cam 3,12.286962,76.646724,48211000000048014,48211000000054019,Active,2025-01-18
Mysuru Circle Office Cam 1,12.307222,76.659361,48211000000048014,48211000000054020,Active,2024-04-15
Mysuru Circle Office Cam 2,12.295612,76.664598,48211000000048014,48211000000054020,Under Maintenance,2023-01-25
Mangaluru South Cam 1,12.876449,74.836247,48211000000048015,48211000000054022,Active,2022-06-04
Belagavi Camp Cam 1,15.843336,74.491368,48211000000048016,48211000000054023,Active,2025-05-26
Belagavi Rural Cam 1,15.861685,74.509395,48211000000048016,48211000000054024,Active,2024-02-18
Hubballi City Cam 1,15.363339,75.119825,48211000000048017,48211000000054025,Active,2025-04-23
Hubballi City Cam 2,15.366937,75.11679,48211000000048017,48211000000054025,Active,2021-11-08
Ballari Cam 1,14.763857,76.605466,48211000000054382,48211000000072942,Active,2022-03-15
Ballari Cam 2,14.767135,76.613842,48211000000054382,48211000000072942,Active,2023-11-23
Belagavi Cam 1,15.879426,75.17406,48211000000048016,48211000000072947,Active,2024-05-03
Athani Cam 1,16.528261,74.270611,48211000000048016,48211000000072948,Active,2022-11-16
Athani Cam 2,16.528563,74.273092,48211000000048016,48211000000072948,Active,2024-03-09
Athani Cam 3,16.517714,74.288659,48211000000048016,48211000000072948,Active,2022-12-18
Rayabaga Cam 1,16.122086,75.410657,48211000000048016,48211000000072955,Active,2021-03-21
Savadatti Cam 1,16.36928,74.567258,48211000000048016,48211000000072956,Under Maintenance,2021-07-13
Savadatti Cam 2,16.376873,74.574108,48211000000048016,48211000000072956,Under Maintenance,2024-09-09
Hukkeri Cam 1,16.541091,75.150054,48211000000048016,48211000000072959,Active,2023-11-11
Hukkeri Cam 2,16.539338,75.158337,48211000000048016,48211000000072959,Active,2023-07-06
Kengeri Cam 1,12.682026,77.723186,48211000000048013,48211000000072963,Active,2025-02-28
Yelahanka Cam 1,12.905917,77.565735,48211000000048013,48211000000072966,Active,2022-09-25
Hosakote Cam 1,13.236598,77.945271,48211000000054383,48211000000072970,Active,2023-04-02
Bhalki Cam 1,17.617853,77.327823,48211000000054384,48211000000072973,Active,2025-03-05
Bhalki Cam 2,17.617252,77.330217,48211000000054384,48211000000072973,Active,2025-03-09
Gauribidanuru Cam 1,13.806774,77.773988,48211000000054386,48211000000072987,Active,2022-10-08
Gudibanda Cam 1,13.54138,77.895703,48211000000054386,48211000000072988,Active,2022-02-02
Gudibanda Cam 2,13.540514,77.89829,48211000000054386,48211000000072988,Active,2021-09-08
Tarikere Cam 1,13.550072,75.773504,48211000000054387,48211000000072998,Active,2024-07-15
Tarikere Cam 2,13.558873,75.775212,48211000000054387,48211000000072998,Active,2021-01-13
Chitradurga Cam 1,14.471354,76.487715,48211000000054388,48211000000074001,Active,2024-03-14
Hosadurga Cam 1,14.083596,76.132493,48211000000054388,48211000000074005,Active,2021-01-21
Hosadurga Cam 2,14.082268,76.136187,48211000000054388,48211000000074005,Active,2021-02-25
Mangaluru Cam 1,12.778423,75.54668,48211000000048015,48211000000074007,Active,2024-01-06
Ullal Cam 1,13.369834,74.677914,48211000000048015,48211000000074008,Active,2024-05-14
Ullal Cam 2,13.38386,74.676185,48211000000048015,48211000000074008,Active,2024-03-07
Ullal Cam 3,13.385149,74.663086,48211000000048015,48211000000074008,Active,2022-01-19
Moodbidri Cam 1,13.120412,75.230649,48211000000048015,48211000000074010,Active,2025-08-17
Belathangadi Cam 1,13.116412,74.864781,48211000000048015,48211000000074012,Active,2021-03-03
Kadaba Cam 1,12.857123,75.168597,48211000000048015,48211000000074015,Under Maintenance,2022-10-20
Davanagere Cam 1,14.672462,76.083254,48211000000054389,48211000000074016,Under Maintenance,2025-09-11
Channagiri Cam 1,13.884354,76.023191,48211000000054389,48211000000074018,Active,2023-07-05
Channagiri Cam 2,13.887506,76.019884,48211000000054389,48211000000074018,Active,2024-06-25
Nyamathi Cam 1,14.536027,76.494672,48211000000054389,48211000000074020,Under Maintenance,2021-02-18
Nyamathi Cam 2,14.548851,76.491633,48211000000054389,48211000000074020,Active,2025-05-05
Hubballi Urban Cam 1,15.483275,74.740953,48211000000048017,48211000000074025,Active,2025-11-17
Hubballi Urban Cam 2,15.47831,74.739628,48211000000048017,48211000000074025,Active,2025-05-22
Kundagolu Cam 1,15.56422,75.499519,48211000000048017,48211000000074026,Active,2021-02-24
Kundagolu Cam 2,15.56434,75.51009,48211000000048017,48211000000074026,Active,2022-05-10
Kundagolu Cam 3,15.569998,75.507533,48211000000048017,48211000000074026,Under Maintenance,2022-12-11
Navalgunda Cam 1,15.31586,75.137101,48211000000048017,48211000000074027,Active,2025-08-09
Navalgunda Cam 2,15.305917,75.147226,48211000000048017,48211000000074027,Active,2021-11-14
Annigeri Cam 1,15.339453,74.904754,48211000000048017,48211000000074029,Active,2023-03-24
Rona Cam 1,15.264006,75.858605,48211000000054390,48211000000074033,Active,2025-01-27
Rona Cam 2,15.276805,75.871543,48211000000054390,48211000000074033,Active,2025-09-05
Rona Cam 3,15.270879,75.87281,48211000000054390,48211000000074033,Active,2022-01-10
Hassan Cam 1,13.011395,76.042164,48211000000054391,48211000000074037,Active,2021-06-25
Haveri Cam 1,14.456842,75.372182,48211000000054392,48211000000074048,Active,2022-05-06
Haveri Cam 2,14.455139,75.379317,48211000000054392,48211000000074048,Active,2024-01-28
Haveri Cam 3,14.44535,75.363596,48211000000054392,48211000000074048,Active,2022-04-27
Kalaburagi Cam 1,17.220381,77.256908,48211000000048018,48211000000074053,Active,2023-05-28
Kalaburagi Cam 2,17.232182,77.26558,48211000000048018,48211000000074053,Active,2023-06-21
Jevargi Cam 1,17.19199,76.78013,48211000000048018,48211000000074058,Active,2022-10-09
Jevargi Cam 2,17.200199,76.774357,48211000000048018,48211000000074058,Active,2021-10-14
Jevargi Cam 3,17.194248,76.776667,48211000000048018,48211000000074058,Active,2023-07-20
Kamalapura Cam 1,16.889579,76.996813,48211000000048018,48211000000074060,Active,2023-01-23
Kamalapura Cam 2,16.881096,77.00441,48211000000048018,48211000000074060,Active,2021-09-26
Kamalapura Cam 3,16.877993,77.009785,48211000000048018,48211000000074060,Active,2022-06-14
Shahabad Cam 1,17.103704,76.392716,48211000000048018,48211000000074061,Active,2025-06-22
Shahabad Cam 2,17.094401,76.393698,48211000000048018,48211000000074061,Active,2023-09-10
Kolar Gold Fields Cam 1,13.045617,78.096057,48211000000054394,48211000000074074,Under Maintenance,2025-11-11
Mandya Cam 1,12.278396,77.019009,48211000000054396,48211000000074082,Under Maintenance,2023-02-27
Pandavapura Cam 1,12.512086,76.840413,48211000000054396,48211000000074088,Under Maintenance,2021-08-14
Pandavapura Cam 2,12.529222,76.839631,48211000000054396,48211000000074088,Under Maintenance,2022-12-23
Pandavapura Cam 3,12.513954,76.844629,48211000000054396,48211000000074088,Active,2024-07-08
Mysuru Cam 1,12.113708,76.439049,48211000000048014,48211000000074089,Active,2024-04-06
Mysuru Cam 2,12.107437,76.449441,48211000000048014,48211000000074089,Active,2024-01-18
Hunasuru Cam 1,12.194117,77.10291,48211000000048014,48211000000074090,Active,2022-08-22
Hunasuru Cam 2,12.19672,77.100992,48211000000048014,48211000000074090,Active,2025-10-11
Tirumakudalu Narasipura Cam 1,11.764269,76.399588,48211000000048014,48211000000074095,Active,2024-03-24
Tirumakudalu Narasipura Cam 2,11.753405,76.405579,48211000000048014,48211000000074095,Active,2024-05-25
Saraguru Cam 1,12.220203,76.166472,48211000000048014,48211000000074096,Active,2024-11-08
Saraguru Cam 2,12.214603,76.174559,48211000000048014,48211000000074096,Active,2024-02-23
Saligrama Cam 1,12.04816,76.848743,48211000000048014,48211000000074097,Active,2025-02-05
Raichuru Cam 1,16.132874,77.241176,48211000000054397,48211000000074098,Active,2022-02-14
Harohalli Cam 1,12.850248,77.302577,48211000000054398,48211000000074110,Active,2024-09-24
Shikaripura Cam 1,13.938693,74.7102,48211000000054399,48211000000074115,Active,2023-11-22
Koratagere Cam 1,13.802286,77.410876,48211000000054400,48211000000074125,Active,2022-01-09
Turuvekere Cam 1,13.727524,77.10546,48211000000054400,48211000000074127,Active,2023-07-09
Kapu Cam 1,13.015292,75.020785,48211000000054401,48211000000074129,Active,2023-04-21
Kapu Cam 2,13.001957,75.016438,48211000000054401,48211000000074129,Active,2021-01-08
Bynduru Cam 1,13.485526,75.094263,48211000000054401,48211000000074130,Active,2022-03-16
Hebri Cam 1,13.217169,75.151283,48211000000054401,48211000000074133,Active,2022-10-20
Hebri Cam 2,13.208438,75.164391,48211000000054401,48211000000074133,Active,2022-05-04
Sindgi Cam 1,17.458878,75.634787,48211000000054403,48211000000074150,Active,2021-09-21
Chadchana Cam 1,16.866698,75.384107,48211000000054403,48211000000074154,Active,2022-07-06
Chadchana Cam 2,16.874436,75.395065,48211000000054403,48211000000074154,Active,2023-10-26
Chadchana Cam 3,16.877659,75.39272,48211000000054403,48211000000074154,Active,2024-08-14
