CameraName,Latitude,Longitude,Status,UnitId
Ramanagara Residential Area Cam 7501,13.045096,77.156747,Active,48211000000074106
Ramanagara Railway Station Cam 7502,12.345653,77.406893,Active,48211000000074107
Ramanagara Highway Junction Cam 7503,12.338298,77.404568,Active,48211000000074107
Ramanagara Major Town Center Cam 7504,12.344572,77.409659,Active,48211000000074107
Ramanagara Highway Junction Cam 7505,12.605539,77.578463,Active,48211000000074109
Ramanagara Residential Area Cam 7506,12.69158,77.361571,Active,48211000000074110
Ramanagara Government Office Cam 7507,12.69311,77.362584,Active,48211000000074110
Ramanagara Residential Area Cam 7508,12.688531,77.360485,Active,48211000000074110
Ramanagara Village Junction Cam 7509,12.689252,77.363712,Active,48211000000074110
Ramanagara School Cam 7510,12.638882,77.47238,Active,48211000000074109
Ramanagara College Cam 7511,12.63943,77.474897,Active,48211000000074109
Ramanagara Police Station Cam 7512,12.635959,77.472337,Active,48211000000074109
Yadgir College Cam 7513,16.408655,76.721212,Active,48211000000074163
Yadgir School Cam 7514,16.870397,77.445597,Active,48211000000074165
Yadgir Bus Stand Cam 7515,16.872397,77.441231,Active,48211000000074165
Yadgir Residential Area Cam 7516,16.865209,76.87938,Active,48211000000074160
Yadgir Village Junction Cam 7517,16.868424,76.876966,Active,48211000000074160
Yadgir School Cam 7518,16.438651,77.226088,Active,48211000000074164
Yadgir Village Junction Cam 7519,16.436685,77.226484,Active,48211000000074164
Yadgir Major Town Center Cam 7520,16.435817,77.222097,Active,48211000000074164
Yadgir Residential Area Cam 7521,16.323595,76.332559,Active,48211000000074161
Yadgir Police Station Cam 7522,16.323498,76.334538,Active,48211000000074161
Yadgir Major Town Center Cam 7523,16.329288,76.33896,Active,48211000000074161
Yadgir Railway Station Cam 7524,16.32439,76.336032,Active,48211000000074161
Yadgir Industrial Area Cam 7525,16.715189,76.497012,Active,48211000000074162
Yadgir Government Office Cam 7526,16.715189,76.497012,Active,48211000000074162
Yadgir Highway Junction Cam 7527,16.715189,76.497012,Active,48211000000074162
Yadgir Bus Stand Cam 7528,16.728719,77.161406,Active,48211000000074160
Yadgir Government Office Cam 7529,16.7302,77.155251,Active,48211000000074160
Yadgir School Cam 7530,16.728447,77.161137,Active,48211000000074160
Yadgir Village Junction Cam 7531,16.727824,77.160439,Active,48211000000074160
Yadgir Major Town Center Cam 7532,16.585404,76.936064,Active,48211000000074163
Yadgir Village Junction Cam 7533,16.582773,76.935344,Active,48211000000074163
Yadgir Industrial Area Cam 7534,16.580875,76.932188,Active,48211000000074163
Yadgir Highway Junction Cam 7535,16.584119,76.932508,Active,48211000000074163
Yadgir Residential Area Cam 7536,16.619127,77.413991,Active,48211000000074165
Yadgir Police Station Cam 7537,16.698267,76.710139,Active,48211000000074162
Yadgir Highway Junction Cam 7538,16.693292,76.71247,Active,48211000000074162
Yadgir Village Junction Cam 7539,16.694772,76.711571,Active,48211000000074162
Yadgir Market Cam 7540,16.509534,76.444897,Active,48211000000074162
Yadgir Government Office Cam 7541,16.504956,76.443302,Active,48211000000074162
Yadgir Police Station Cam 7542,16.915469,77.210353,Active,48211000000074160
Yadgir Bus Stand Cam 7543,16.360591,76.507566,Active,48211000000074161
Yadgir Police Station Cam 7544,16.535783,76.639854,Active,48211000000074163
Yadgir Bus Stand Cam 7545,16.541919,76.639199,Active,48211000000074163
Yadgir Railway Station Cam 7546,16.542527,76.637509,Active,48211000000074163
Yadgir Police Station Cam 7547,16.536863,76.639622,Active,48211000000074163
Yadgir School Cam 7548,16.737111,76.979328,Active,48211000000074160
Yadgir Highway Junction Cam 7549,16.73117,76.977987,Active,48211000000074160
Yadgir Village Junction Cam 7550,16.731213,76.9817,Active,48211000000074160
Yadgir School Cam 7551,16.736511,76.975369,Active,48211000000074160
Yadgir Market Cam 7552,16.783899,77.302018,Active,48211000000074160
Yadgir Market Cam 7553,16.784066,77.301878,Active,48211000000074160
Yadgir Residential Area Cam 7554,16.785915,77.301035,Active,48211000000074160
