CameraName,Latitude,Longitude,DistrictId,UnitId,Status,InstalledDate
Cubbon Park Cam 1,12.952076,77.594116,48211000000048013,48211000000054017,Active,2020-09-04
Whitefield Cam 1,12.958779,77.687778,48211000000048013,48211000000054018,Active,2021-01-03
Mysuru City Cam 1,12.275376,76.630986,48211000000048014,48211000000054019,Active,2024-07-02
Mysuru Circle Office Cam 1,12.26718,76.627263,48211000000048014,48211000000054020,Active,2025-11-19
Mangaluru North Cam 1,12.875009,74.985357,48211000000048015,48211000000054021,Active,2020-04-02
Mangaluru North Cam 2,12.887333,74.994473,48211000000048015,48211000000054021,Active,2021-05-14
Mangaluru South Cam 1,12.849589,74.963238,48211000000048015,48211000000054022,Active,2024-11-06
Belagavi Camp Cam 1,15.953105,74.647078,48211000000048016,48211000000054023,Active,2022-02-18
Belagavi Camp Cam 2,15.950863,74.633354,48211000000048016,48211000000054023,Active,2024-01-20
Belagavi Rural Cam 1,15.982732,74.627818,48211000000048016,48211000000054024,Active,2022-08-19
Belagavi Rural Cam 2,15.972813,74.655575,48211000000048016,48211000000054024,Active,2022-05-08
Kalaburagi Town Cam 1,17.28959,76.813151,48211000000048018,48211000000054027,Active,2023-06-24
Kalaburagi Town Cam 2,17.309955,76.800691,48211000000048018,48211000000054027,Active,2022-10-03
Kalaburagi Sub-Division Cam 1,17.308328,76.833313,48211000000048018,48211000000054028,Active,2021-08-14
Kalaburagi Sub-Division Cam 2,17.312696,76.824833,48211000000048018,48211000000054028,Active,2025-02-25
Bagalkote Cam 1,16.136214,75.57843,48211000000054381,48211000000072933,Active,2022-12-12
Bagalkote Cam 2,16.14124,75.578029,48211000000054381,48211000000072933,Under Maintenance,2023-10-26
Bagalkote Cam 3,16.141045,75.588844,48211000000054381,48211000000072933,Active,2020-02-09
Jamkhandi Cam 1,16.111431,76.038953,48211000000054381,48211000000072934,Active,2025-12-10
Jamkhandi Cam 2,16.10555,76.037814,48211000000054381,48211000000072934,Under Maintenance,2025-08-10
Bilagi Cam 1,16.272566,75.857598,48211000000054381,48211000000072937,Active,2021-10-04
Bilagi Cam 2,16.278702,75.858119,48211000000054381,48211000000072937,Active,2020-04-25
Bilagi Cam 3,16.272753,75.868588,48211000000054381,48211000000072937,Active,2021-12-08
Bilagi Cam 4,16.27137,75.874201,48211000000054381,48211000000072937,Active,2023-08-03
Hunagunda Cam 1,16.36428,75.638,48211000000054381,48211000000072938,Active,2021-07-28
Hunagunda Cam 2,16.371538,75.62856,48211000000054381,48211000000072938,Active,2022-12-14
Guledgudda Cam 1,16.293685,75.581161,48211000000054381,48211000000072941,Active,2021-03-08
Ballari Cam 1,14.915894,76.628792,48211000000054382,48211000000072942,Under Maintenance,2021-05-10
Kurugodu Cam 1,15.579102,76.91286,48211000000054382,48211000000072943,Active,2024-10-11
Kurugodu Cam 2,15.592065,76.912463,48211000000054382,48211000000072943,Active,2025-09-20
Siraguppa Cam 1,15.318544,76.621567,48211000000054382,48211000000072946,Active,2023-07-13
Siraguppa Cam 2,15.291474,76.610345,48211000000054382,48211000000072946,Active,2020-08-21
Siraguppa Cam 3,15.307658,76.608133,48211000000054382,48211000000072946,Active,2020-04-03
Athani Cam 1,16.413273,74.50643,48211000000048016,48211000000072948,Under Maintenance,2020-02-01
Mudalgi Cam 1,15.748362,74.795359,48211000000048016,48211000000072953,Active,2021-11-09
Savadatti Cam 1,16.309973,74.674167,48211000000048016,48211000000072956,Active,2023-08-16
Ramadurga Cam 1,16.138845,74.887089,48211000000048016,48211000000072957,Active,2025-05-16
Hukkeri Cam 1,16.421034,75.058458,48211000000048016,48211000000072959,Active,2022-03-23
Yargatti Cam 1,15.916164,74.498462,48211000000048016,48211000000072961,Active,2025-05-17
Yargatti Cam 2,15.92179,74.497168,48211000000048016,48211000000072961,Active,2021-06-25
Bengaluru Cam 1,13.084724,77.502801,48211000000048013,48211000000072962,Active,2022-11-08
Bengaluru Cam 2,13.093202,77.513601,48211000000048013,48211000000072962,Under Maintenance,2021-04-27
Kengeri Cam 1,12.785601,77.662204,48211000000048013,48211000000072963,Active,2024-08-12
Kengeri Cam 2,12.775529,77.669878,48211000000048013,48211000000072963,Active,2020-05-16
Kengeri Cam 3,12.788328,77.666779,48211000000048013,48211000000072963,Active,2021-12-20
Anekal Cam 1,12.914479,77.43934,48211000000048013,48211000000072965,Active,2022-02-08
Anekal Cam 2,12.891684,77.437437,48211000000048013,48211000000072965,Active,2021-08-07
Anekal Cam 3,12.898761,77.42544,48211000000048013,48211000000072965,Active,2021-08-20
Anekal Cam 4,12.914367,77.432684,48211000000048013,48211000000072965,Under Maintenance,2020-08-21
Yelahanka Cam 1,12.910965,77.565803,48211000000048013,48211000000072966,Active,2023-12-25
Yelahanka Cam 2,12.908628,77.556753,48211000000048013,48211000000072966,Active,2023-03-14
Nelamangala Cam 1,13.35863,77.422548,48211000000054383,48211000000072967,Active,2023-07-24
Devanahalli Cam 1,13.065568,77.350799,48211000000054383,48211000000072969,Active,2020-03-19
Basavakalyana Cam 1,17.816335,76.906023,48211000000054384,48211000000072972,Active,2025-06-05
Basavakalyana Cam 2,17.791913,76.895815,48211000000054384,48211000000072972,Active,2024-03-01
Basavakalyana Cam 3,17.805592,76.884872,48211000000054384,48211000000072972,Active,2025-11-04
Chitgoppa Cam 1,18.279729,77.281999,48211000000054384,48211000000072975,Active,2020-05-07
Chitgoppa Cam 2,18.28834,77.292021,48211000000054384,48211000000072975,Active,2024-04-25
Chitgoppa Cam 3,18.267331,77.270679,48211000000054384,48211000000072975,Under Maintenance,2022-05-18
Hulsuru Cam 1,18.190326,77.458659,48211000000054384,48211000000072976,Active,2023-11-19
Kollegala Cam 1,11.784625,76.677266,48211000000054385,48211000000072981,Active,2020-08-25
Yelanduru Cam 1,11.84942,77.245739,48211000000054385,48211000000072982,Active,2021-03-16
Chikkaballapura Cam 1,13.546175,77.640441,48211000000054386,48211000000072984,Active,2024-09-16
Chintamani Cam 1,13.418305,77.987124,48211000000054386,48211000000072986,Active,2021-05-02
Chintamani Cam 2,13.43158,77.971443,48211000000054386,48211000000072986,Active,2024-08-18
Gauribidanuru Cam 1,13.719326,77.782524,48211000000054386,48211000000072987,Active,2023-06-20
Gauribidanuru Cam 2,13.741529,77.762149,48211000000054386,48211000000072987,Active,2024-09-07
Gauribidanuru Cam 3,13.727499,77.7778,48211000000054386,48211000000072987,Active,2023-09-18
Cheluru Cam 1,13.608547,78.013431,48211000000054386,48211000000072990,Active,2024-04-27
Cheluru Cam 2,13.603136,78.032617,48211000000054386,48211000000072990,Active,2021-07-04
Chikkamagaluru Cam 1,13.454264,75.921022,48211000000054387,48211000000072992,Active,2020-04-22
Chikkamagaluru Cam 2,13.438839,75.924527,48211000000054387,48211000000072992,Active,2020-03-23
Koppa Cam 1,13.185867,75.647649,48211000000054387,48211000000072994,Active,2023-04-24
Narasimharajapura Cam 1,13.689269,75.91305,48211000000054387,48211000000072996,Active,2021-12-14
Narasimharajapura Cam 2,13.690931,75.906686,48211000000054387,48211000000072996,Active,2023-06-14
Sringeri Cam 1,13.365223,75.543621,48211000000054387,48211000000072997,Active,2020-06-18
Tarikere Cam 1,13.506855,75.72757,48211000000054387,48211000000072998,Active,2022-09-20
Tarikere Cam 2,13.489991,75.724699,48211000000054387,48211000000072998,Active,2024-02-04
Tarikere Cam 3,13.503664,75.742978,48211000000054387,48211000000072998,Active,2020-02-09
Ajjampura Cam 1,13.538251,75.377048,48211000000054387,48211000000072999,Active,2022-03-27
Ajjampura Cam 2,13.508792,75.394719,48211000000054387,48211000000072999,Active,2025-05-13
Ajjampura Cam 3,13.536273,75.383558,48211000000054387,48211000000072999,Active,2024-09-19
Ajjampura Cam 4,13.531618,75.395785,48211000000054387,48211000000072999,Active,2025-06-03
Kalasa Cam 1,13.329948,75.788027,48211000000054387,48211000000073000,Active,2023-02-09
Kalasa Cam 2,13.312377,75.769996,48211000000054387,48211000000073000,Active,2025-02-26
Kalasa Cam 3,13.319976,75.765467,48211000000054387,48211000000073000,Active,2020-10-28
Chitradurga Cam 1,14.428043,76.488846,48211000000054388,48211000000074001,Active,2023-01-11
Molakalmuru Cam 1,14.419791,76.760515,48211000000054388,48211000000074006,Active,2021-05-02
Molakalmuru Cam 2,14.410438,76.770918,48211000000054388,48211000000074006,Active,2021-05-21
Molakalmuru Cam 3,14.405056,76.774005,48211000000054388,48211000000074006,Active,2024-04-10
Mangaluru Cam 1,12.791276,75.43273,48211000000048015,48211000000074007,Active,2022-01-09
Mangaluru Cam 2,12.797339,75.428025,48211000000048015,48211000000074007,Active,2020-01-24
Ullal Cam 1,12.813035,75.221236,48211000000048015,48211000000074008,Active,2023-04-15
Ullal Cam 2,12.818611,75.21679,48211000000048015,48211000000074008,Active,2025-11-14
Ullal Cam 3,12.834821,75.235444,48211000000048015,48211000000074008,Active,2024-07-17
Ullal Cam 4,12.810466,75.221686,48211000000048015,48211000000074008,Active,2025-04-08
Mulki Cam 1,12.78934,75.013714,48211000000048015,48211000000074009,Active,2023-06-02
Mulki Cam 2,12.79065,75.015236,48211000000048015,48211000000074009,Active,2020-02-21
Mulki Cam 3,12.810038,75.011657,48211000000048015,48211000000074009,Active,2023-03-02
Moodbidri Cam 1,13.022402,75.236745,48211000000048015,48211000000074010,Active,2025-05-20
Moodbidri Cam 2,13.025457,75.220726,48211000000048015,48211000000074010,Active,2025-05-02
Moodbidri Cam 3,13.025243,75.247264,48211000000048015,48211000000074010,Active,2021-03-09
Bantwala Cam 1,12.686583,75.215799,48211000000048015,48211000000074011,Active,2024-06-08
Belathangadi Cam 1,13.013909,74.995827,48211000000048015,48211000000074012,Active,2022-03-01
Belathangadi Cam 2,13.013432,74.978873,48211000000048015,48211000000074012,Active,2023-02-16
Belathangadi Cam 3,13.022942,75.003127,48211000000048015,48211000000074012,Active,2024-11-07
Putturu Cam 1,12.600436,75.391719,48211000000048015,48211000000074013,Active,2022-02-05
Putturu Cam 2,12.588886,75.403569,48211000000048015,48211000000074013,Active,2024-01-13
Putturu Cam 3,12.61226,75.393005,48211000000048015,48211000000074013,Active,2022-05-21
Sulya Cam 1,12.972098,75.389912,48211000000048015,48211000000074014,Active,2021-11-23
Sulya Cam 2,12.958495,75.391663,48211000000048015,48211000000074014,Under Maintenance,2023-06-24
Davanagere Cam 1,14.571224,76.004904,48211000000054389,48211000000074016,Active,2020-12-17
Davanagere Cam 2,14.580211,76.016016,48211000000054389,48211000000074016,Active,2025-12-26
Davanagere Cam 3,14.566687,76.005289,48211000000054389,48211000000074016,Active,2021-09-25
Hubballi Urban Cam 1,15.445421,74.888591,48211000000048017,48211000000074025,Active,2025-06-04
Kundagolu Cam 1,15.506066,75.36943,48211000000048017,48211000000074026,Active,2025-01-21
Kundagolu Cam 2,15.510742,75.36654,48211000000048017,48211000000074026,Active,2025-04-16
Navalgunda Cam 1,15.339097,75.14218,48211000000048017,48211000000074027,Active,2025-09-18
Navalgunda Cam 2,15.32296,75.140156,48211000000048017,48211000000074027,Active,2025-09-03
Annigeri Cam 1,15.357303,74.983731,48211000000048017,48211000000074029,Active,2021-12-25
Annigeri Cam 2,15.363845,74.988611,48211000000048017,48211000000074029,Active,2021-12-21
Annigeri Cam 3,15.365208,75.001038,48211000000048017,48211000000074029,Active,2023-07-03
Gadag Cam 1,15.653981,75.71153,48211000000054390,48211000000074030,Active,2024-11-21
Gadag Cam 2,15.660316,75.714764,48211000000054390,48211000000074030,Active,2020-10-05
Lakshmeshwara Cam 1,15.417405,75.680789,48211000000054390,48211000000074035,Active,2022-11-04
Lakshmeshwara Cam 2,15.427988,75.668779,48211000000054390,48211000000074035,Active,2025-08-10
Hassan Cam 1,13.015449,76.087061,48211000000054391,48211000000074037,Active,2024-04-10
Hassan Cam 2,12.999788,76.099829,48211000000054391,48211000000074037,Active,2023-01-10
Arasikere Cam 1,13.344944,76.308317,48211000000054391,48211000000074038,Active,2022-07-07
Arasikere Cam 2,13.346039,76.291604,48211000000054391,48211000000074038,Active,2020-10-03
Arasikere Cam 3,13.357648,76.284965,48211000000054391,48211000000074038,Active,2025-09-09
Holenarsipura Cam 1,12.809817,75.8466,48211000000054391,48211000000074040,Active,2022-02-23
Holenarsipura Cam 2,12.819365,75.835466,48211000000054391,48211000000074040,Active,2021-08-16
Holenarsipura Cam 3,12.834535,75.83444,48211000000054391,48211000000074040,Active,2020-03-01
Arakalagudu Cam 1,13.25117,76.109685,48211000000054391,48211000000074043,Active,2022-07-11
Arakalagudu Cam 2,13.234372,76.092151,48211000000054391,48211000000074043,Active,2022-01-11
Arakalagudu Cam 3,13.231854,76.119418,48211000000054391,48211000000074043,Active,2023-02-07
Haveri Cam 1,14.539802,75.367422,48211000000054392,48211000000074048,Under Maintenance,2020-06-14
Haveri Cam 2,14.536584,75.389608,48211000000054392,48211000000074048,Active,2020-05-04
Haveri Cam 3,14.532593,75.385957,48211000000054392,48211000000074048,Active,2025-05-21
Haveri Cam 4,14.53169,75.391463,48211000000054392,48211000000074048,Active,2021-05-14
Hirekeruru Cam 1,14.731914,75.413654,48211000000054392,48211000000074050,Active,2020-11-13
Hirekeruru Cam 2,14.743936,75.423106,48211000000054392,48211000000074050,Active,2024-04-24
Shiggavi Cam 1,14.448662,75.50548,48211000000054392,48211000000074051,Active,2023-10-25
Shiggavi Cam 2,14.429496,75.492951,48211000000054392,48211000000074051,Active,2025-05-16
Shiggavi Cam 3,14.431196,75.494605,48211000000054392,48211000000074051,Active,2024-03-06
Shiggavi Cam 4,14.428302,75.491179,48211000000054392,48211000000074051,Active,2023-06-10
Kalaburagi Cam 1,17.243613,77.075077,48211000000048018,48211000000074053,Active,2023-11-08
Kalaburagi Cam 2,17.230411,77.075897,48211000000048018,48211000000074053,Active,2023-09-22
Kalaburagi Cam 3,17.221604,77.095231,48211000000048018,48211000000074053,Active,2020-03-21
Kalaburagi Cam 4,17.243304,77.08643,48211000000048018,48211000000074053,Active,2020-04-17
Alanda Cam 1,16.927447,76.682608,48211000000048018,48211000000074055,Active,2023-07-05
Chitapura Cam 1,17.409285,77.31183,48211000000048018,48211000000074057,Active,2020-06-08
Jevargi Cam 1,17.215751,76.788097,48211000000048018,48211000000074058,Active,2020-12-28
Jevargi Cam 2,17.224272,76.779627,48211000000048018,48211000000074058,Active,2023-07-24
Jevargi Cam 3,17.211537,76.78638,48211000000048018,48211000000074058,Active,2021-07-09
Sedam Cam 1,17.528836,77.012342,48211000000048018,48211000000074059,Active,2024-06-05
Madikeri Cam 1,12.422597,75.597519,48211000000054393,48211000000074064,Active,2023-11-15
Madikeri Cam 2,12.410026,75.609163,48211000000054393,48211000000074064,Active,2022-01-05
Madikeri Cam 3,12.41622,75.619572,48211000000054393,48211000000074064,Active,2023-12-25
